Identifiant station,Nom de la Station,Nom de la ligne,Niveau de pollution aux particules,Niveau de pollution,Incertitude,Recommandation de surveillance,Action(s) QAI en cours,Lien vers les mesures en direct,Durée des mesures,stop_lon,stop_lat,point_geo,pollution_air,niveau,actions,niveau_pollution
IDFM:463078,Jussieu,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.354798309820857,48.84596333903808,"48.84596333903808, 2.354798309820857",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:490793,Rosny-Bois-Perrier,Métro 11,pas de données,pas de données,Évaluation : impossible faute d’informations,non,,,,2.480609800808591,48.88302567942574,"48.88302567942574, 2.480609800808591",pas de données,Pas de données,,pas de données
IDFM:24680,Jaurès,Métro 7B,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.370451734004561,48.88234423020823,"48.882344230208226, 2.370451734004561",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:22019,Parmentier,Métro 3,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.3747205969196896,48.86524326053047,"48.86524326053047, 2.3747205969196896",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:463075,Dugommier,Métro 6,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.3895997700798097,48.83903652832887,"48.83903652832887, 2.3895997700798097",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:21920,Strasbourg - Saint-Denis,Métro 9,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,,,2.3537315826731837,48.869349679171926,"48.869349679171926, 2.3537315826731833",pollution moyenne - incertitude forte,Pollution moyenne,Action(s) d'amélioration de la qualité de l'air en cours,pollution moyenne
IDFM:21906,Havre-Caumartin,Métro 3,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.327462798423509,48.87346783937801,"48.87346783937801, 2.3274627984235092",pollution faible - incertitude forte,Pollution faible,,pollution faible
IDFM:463152,Corentin Cariou,Métro 7,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.382291557164633,48.89467266005628,"48.89467266005628, 2.382291557164633",pollution faible - incertitude forte,Pollution faible,,pollution faible
IDFM:463220,Mairie d'Ivry,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.383498053635828,48.811210093393306,"48.811210093393306, 2.383498053635828",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:21994,Arts et Métiers,Métro 3,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.3567233472754983,48.86553459885931,"48.86553459885931, 2.3567233472754983",pollution faible - incertitude forte,Pollution faible,,pollution faible
IDFM:490837,L'Haÿ-les-Roses,Métro 14,pas de données,pas de données,Évaluation : impossible faute d’informations,non,,,,2.354991210566311,48.77532646395088,"48.77532646395088, 2.354991210566311",pas de données,Pas de données,,pas de données
IDFM:463040,Saint-Mandé,Métro 1,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.4189897063438077,48.84622934735893,"48.84622934735893, 2.4189897063438073",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:463216,Les Gobelins,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.3525311653622043,48.83589170669027,"48.83589170669027, 2.3525311653622043",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:463024,Gare d'Austerlitz,Métro 10,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.364395394600644,48.84228236697996,"48.84228236697996, 2.364395394600644",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:462982,La Chapelle,Métro 2,station aérienne,station aérienne,,non,Action(s) d'amélioration de la qualité de l'air en cours,https://www.airparif.fr/,,2.360430336162137,48.88447648340964,"48.88447648340964, 2.360430336162137",station aérienne,Station aérienne,Action(s) d'amélioration de la qualité de l'air en cours,station aérienne
IDFM:463116,Abbesses,Métro 12,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.338394635220906,48.88439271799143,"48.884392717991425, 2.338394635220906",pollution faible - incertitude forte,Pollution faible,,pollution faible
IDFM:22126,Couronnes,Métro 2,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,,,2.3805336747351005,48.86932051914457,"48.86932051914457, 2.3805336747351005",pollution moyenne - incertitude forte,Pollution moyenne,Action(s) d'amélioration de la qualité de l'air en cours,pollution moyenne
IDFM:21999,Mairie des Lilas,Métro 11,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.4162978208011863,48.87974365006289,"48.87974365006289, 2.4162978208011863",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:463083,Duroc,Métro 13,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",oui,,,,2.316535081176305,48.84699198555429,"48.84699198555429, 2.316535081176305",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:22192,La Tour-Maubourg,Métro 8,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.310588789873988,48.85766922956403,"48.85766922956403, 2.3105887898739876",pollution faible - incertitude forte,Pollution faible,,pollution faible
IDFM:22036,Anatole France,Métro 3,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.28498169634032,48.892206617614,"48.892206617614, 2.2849816963403193",pollution faible - incertitude forte,Pollution faible,,pollution faible
IDFM:22391,Censier - Daubenton,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.351626572605499,48.84022624851393,"48.84022624851393, 2.351626572605499",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:483900,Aimé Césaire,Métro 12,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.37813084516706,48.90843758066954,"48.90843758066954, 2.37813084516706",pollution faible - incertitude forte,Pollution faible,,pollution faible
IDFM:463323,Villejuif Léo Lagrange,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.364068547658874,48.80436739901952,"48.80436739901952, 2.364068547658874",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:21982,Mirabeau,Métro 10,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",oui,Action(s) d'amélioration de la qualité de l'air en cours,,,2.2730641263728333,48.84707750734599,"48.84707750734599, 2.2730641263728333",pollution moyenne - incertitude forte,Pollution moyenne,Action(s) d'amélioration de la qualité de l'air en cours,pollution moyenne
IDFM:22164,Trocadéro,Métro 6,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.287625377853519,48.86346147371448,"48.86346147371448, 2.287625377853519",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:463133,Bonne Nouvelle,Métro 9,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,,,2.348428667867017,48.87049007203075,"48.87049007203075, 2.348428667867017",pollution moyenne - incertitude forte,Pollution moyenne,Action(s) d'amélioration de la qualité de l'air en cours,pollution moyenne
IDFM:21976,Sèvres - Babylone,Métro 10,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.326104689925573,48.85093150598804,"48.85093150598804, 2.326104689925573",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:21904,Michel-Ange - Molitor,Métro 10,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.2618218573220084,48.84515597018703,"48.84515597018703, 2.2618218573220084",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:463314,Sèvres-Lecourbe,Métro 6,station aérienne,station aérienne,,non,,https://www.airparif.fr/,,2.309529610430393,48.84564768265073,"48.84564768265073, 2.309529610430393",station aérienne,Station aérienne,,station aérienne
IDFM:21992,Rambuteau,Métro 11,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.353273948594772,48.86119015695036,"48.86119015695036, 2.3532739485947713",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:463031,Aubervilliers-Pantin Quatre Chemins,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.3922205712292195,48.90375706036556,"48.90375706036556, 2.3922205712292195",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:463035,Billancourt,Métro 9,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,,,2.237891101038026,48.83191997405451,"48.83191997405451, 2.237891101038026",pollution moyenne - incertitude forte,Pollution moyenne,Action(s) d'amélioration de la qualité de l'air en cours,pollution moyenne
IDFM:22216,Maisons-Alfort - Les Juilliottes,Métro 8,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.4457883063759605,48.80310585036659,"48.80310585036659, 2.4457883063759605",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:463226,Michel Bizot,Métro 8,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.402366739988004,48.83707743103578,"48.83707743103578, 2.402366739988004",pollution faible - incertitude forte,Pollution faible,,pollution faible
IDFM:22225,Liège,Métro 13,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.3268526712397555,48.87953493737576,"48.87953493737576, 2.3268526712397555",pollution faible - incertitude forte,Pollution faible,,pollution faible
IDFM:22128,Belleville,Métro 2,pollution élevée,ELEVE,Évaluation : campagne de mesure ponctuelle,oui,Action(s) d'amélioration de la qualité de l'air en cours,,campagne de mesure ponctuelle,2.3768306915222848,48.87231407736167,"48.872314077361665, 2.3768306915222848",pollution élevée - incertitude faible,Pollution élevée,Action(s) d'amélioration de la qualité de l'air en cours,pollution élevée
IDFM:463169,Daumesnil,Métro 6,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.396146067915452,48.839537421644565,"48.839537421644565, 2.3961460679154514",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:21917,Trocadéro,Métro 9,pollution élevée,ELEVE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,,,2.28683987979629,48.863088061116,"48.863088061116, 2.28683987979629",pollution élevée - incertitude forte,Pollution élevée,Action(s) d'amélioration de la qualité de l'air en cours,pollution élevée
IDFM:462949,Convention,Métro 12,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.2963913864809173,48.83713505380496,"48.83713505380496, 2.2963913864809173",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:463070,Wagram,Métro 3,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.304673087584434,48.8838463907272,"48.8838463907272, 2.304673087584434",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:463239,Michel-Ange - Molitor,Métro 9,pollution élevée,ELEVE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,,,2.261631583355701,48.844880488259605,"48.844880488259605, 2.261631583355701",pollution élevée - incertitude forte,Pollution élevée,Action(s) d'amélioration de la qualité de l'air en cours,pollution élevée
IDFM:463217,Les Sablons,Métro 1,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.271904762259129,48.88129083793358,"48.88129083793358, 2.271904762259129",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:21970,Duroc,Métro 10,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.3162247549746047,48.84675637808778,"48.84675637808778, 2.3162247549746047",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:22133,Simplon,Métro 4,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.347794968187123,48.8938152613519,"48.8938152613519, 2.347794968187123",pollution faible - incertitude forte,Pollution faible,,pollution faible
IDFM:490770,Coteaux Beauclair,Métro 11,station aérienne,station aérienne,,non,,https://www.airparif.fr/,,2.4673647804495924,48.88212212689498,"48.88212212689498, 2.4673647804495924",station aérienne,Station aérienne,,station aérienne
IDFM:463105,Corvisart,Métro 6,station aérienne,station aérienne,,non,,https://www.airparif.fr/,,2.350611225926166,48.82986001331238,"48.82986001331238, 2.350611225926166",station aérienne,Station aérienne,,station aérienne
IDFM:463321,Vaugirard,Métro 12,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.300977822126098,48.83953628376544,"48.83953628376544, 2.300977822126098",pollution faible - incertitude forte,Pollution faible,,pollution faible
IDFM:22098,Reuilly - Diderot,Métro 8,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.387201070409392,48.84721292669797,"48.84721292669797, 2.3872010704093922",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:22195,Opéra,Métro 8,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.332135072925294,48.87059812248669,"48.87059812248669, 2.332135072925294",pollution faible - incertitude forte,Pollution faible,,pollution faible
IDFM:22171,Dupleix,Métro 6,station aérienne,station aérienne,,non,,https://www.airparif.fr/,,2.293663726731039,48.8504116258067,"48.8504116258067, 2.293663726731039",station aérienne,Station aérienne,,station aérienne
IDFM:21921,Richelieu - Drouot,Métro 9,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,,,2.3385912215385414,48.87213587031796,"48.872135870317955, 2.3385912215385414",pollution moyenne - incertitude forte,Pollution moyenne,Action(s) d'amélioration de la qualité de l'air en cours,pollution moyenne
IDFM:22151,Denfert-Rochereau,Métro 4,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.332128160437612,48.83392232305997,"48.83392232305997, 2.3321281604376116",pollution faible - incertitude forte,Pollution faible,,pollution faible
IDFM:462953,Gabriel Péri,Métro 13,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.29460408001733,48.91634741814672,"48.916347418146714, 2.29460408001733",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:463008,Stalingrad,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.3688985490576733,48.88437303056126,"48.88437303056126, 2.3688985490576733",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:22099,Pont de Neuilly,Métro 1,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",oui,,,,2.258495429369125,48.88548938897471,"48.885489388974705, 2.2584954293691255",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:463224,Maison Blanche,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.358412946155939,48.82214950607496,"48.82214950607496, 2.358412946155939",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:463263,Porte des Lilas,Métro 11,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",oui,,,,2.4065226763982275,48.87723143067265,"48.87723143067265, 2.4065226763982275",pollution faible - incertitude forte,Pollution faible,,pollution faible
IDFM:490841,Maison Blanche,Métro 14,pas de données,pas de données,Évaluation : impossible faute d’informations,non,,,,2.3589182598590392,48.82120786862075,"48.82120786862075, 2.3589182598590392",pas de données,Pas de données,,pas de données
IDFM:463131,Bobigny Pablo Picasso,Métro 5,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,,,2.449301336646573,48.90636679503056,"48.906366795030564, 2.4493013366465726",pollution moyenne - incertitude forte,Pollution moyenne,Action(s) d'amélioration de la qualité de l'air en cours,pollution moyenne
IDFM:24682,Place des Fêtes,Métro 7B,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.392959616507311,48.87693859004261,"48.87693859004261, 2.392959616507311",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:463016,Vavin,Métro 4,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.3288628540691043,48.84205232329236,"48.84205232329236, 2.3288628540691043",pollution faible - incertitude forte,Pollution faible,,pollution faible
IDFM:22093,Champs-Elysées - Clemenceau,Métro 13,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.31401668387612,48.86750083759083,"48.86750083759083, 2.31401668387612",pollution faible - incertitude forte,Pollution faible,,pollution faible
IDFM:490789,Montreuil - Hôpital,Métro 11,pas de données,pas de données,Évaluation : impossible faute d’informations,non,,,,2.4546692358364623,48.878269829247664,"48.878269829247664, 2.4546692358364623",pas de données,Pas de données,,pas de données
IDFM:463194,La Motte-Picquet - Grenelle,Métro 6,station aérienne,station aérienne,,non,,https://www.airparif.fr/,,2.298957096977008,48.84876544812232,"48.848765448122315, 2.298957096977008",station aérienne,Station aérienne,,station aérienne
IDFM:463320,Varenne,Métro 13,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.3149776470363417,48.85662420264694,"48.85662420264694, 2.3149776470363417",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:22096,Concorde,Métro 8,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.3220315426557194,48.86652125193945,"48.86652125193945, 2.3220315426557194",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:463155,Crimée,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.3770380600019925,48.890814345621656,"48.890814345621656, 2.3770380600019925",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:22220,Porte de Saint-Ouen,Métro 13,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.3290483407446505,48.89749783732745,"48.89749783732745, 2.3290483407446505",pollution faible - incertitude forte,Pollution faible,,pollution faible
IDFM:463165,Cour Saint-Emilion,Métro 14,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.386617850214058,48.83331930384343,"48.833319303843425, 2.386617850214058",pollution faible - incertitude forte,Pollution faible,,pollution faible
IDFM:463212,Mairie de Saint-Ouen,Métro 13,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.333893080685357,48.911958864732505,"48.911958864732505, 2.333893080685357",pollution moyenne - incertitude forte,Pollution moyenne,,pollution moyenne
IDFM:22189,Félix Faure,Métro 8,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,,,2.2918472203679703,48.84268433479664,"48.84268433479664, 2.2918472203679703",pollution faible - incertitude forte,Pollution faible,,pollution faible
IDFM:22120,Colonel Fabien,Métro 2,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,,,2.370576102819657,48.877695345805535,"48.877695345805535, 2.3705761028196575",pollution moyenne - incertitude forte,Pollution moyenne,Action(s) d'amélioration de la qualité de l'air en cours,pollution moyenne
